current_delta,OR Category L1,OR Category L2,counts,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-996,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-995,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-994,Clients Products and Business Practices,Selection,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-994,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-993,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-990,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-989,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-989,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-989,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-988,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-988,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-987,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-986,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-985,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-981,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-980,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-979,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-978,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-975,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-974,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-974,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-974,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-973,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-973,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-968,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-968,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-967,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-966,Execution Delivery and Process Management,Clients' Accounts Management,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-966,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-965,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-965,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-964,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-964,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-961,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-961,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-960,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-958,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-954,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-954,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-953,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-953,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-953,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-952,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-952,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-951,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-950,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-949,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-947,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-946,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-945,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-944,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-943,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-943,External Fraud,Theft and Fraud (External Fraud),2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-943,Internal Fraud,Theft and Fraud (Internal Fraud),2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-942,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-940,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-939,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-938,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-937,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-936,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-933,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-931,Clients Products and Business Practices,Selection,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-931,Execution Delivery and Process Management,Monitoring and Reporting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-930,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-929,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-926,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-925,Execution Delivery and Process Management,Clients' Accounts Management,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-925,Execution Delivery and Process Management,Monitoring and Reporting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-924,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-923,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-923,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-922,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-922,External Fraud,Theft and Fraud (External Fraud),2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-921,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-920,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-918,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-916,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-916,Execution Delivery and Process Management,Clients' Accounts Management,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-916,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-916,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-913,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-912,Clients Products and Business Practices,Defective Products,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-912,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-912,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-912,Execution Delivery and Process Management,Monitoring and Reporting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-912,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-912,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-912,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-911,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-911,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-911,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-911,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-910,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-909,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-909,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-908,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-907,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-904,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-903,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-902,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-901,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-901,Internal Fraud,Unauthorised Activity,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-899,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-898,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-897,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-897,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-897,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-896,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-895,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-895,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-894,Execution Delivery and Process Management,Clients' Accounts Management,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-894,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-891,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-890,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-890,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-889,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-888,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-887,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-884,Execution Delivery and Process Management,Clients' Accounts Management,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-884,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-883,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-883,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-882,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-882,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-882,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-881,Clients Products and Business Practices,Advisory Activity,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-881,Clients Products and Business Practices,Defective Products,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-881,Clients Products and Business Practices,Improper Business or Market Practices,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-881,Execution Delivery and Process Management,Contractual Customer Documents,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-881,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-880,Employment Practices and Workplace Safety,Human Resources Management,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-880,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-880,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-878,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-877,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-875,Execution Delivery and Process Management,Contractual Customer Documents,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-874,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-874,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-873,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-870,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-869,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-869,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-869,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-868,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-867,Employment Practices and Workplace Safety,Workplace Safety,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-866,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-865,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-863,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-862,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-860,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
