current_delta,OR Category L1,OR Category L2,counts,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-2508,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2506,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2505,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2503,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2502,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2501,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2499,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2496,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2495,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2495,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2495,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2495,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-2494,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2493,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2493,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2489,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2488,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2487,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2486,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2485,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2482,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2482,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2473,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2472,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2471,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2468,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2467,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2467,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2467,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2467,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-2466,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2465,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2464,Clients Products and Business Practices,Trade Counterparties,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-2464,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2461,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2461,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2460,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2459,Clients Products and Business Practices,Defective Products,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2459,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2457,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2454,Clients Products and Business Practices,Defective Products,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2454,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2453,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2452,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2450,Internal Fraud,Unauthorised Activity,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-2446,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2443,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2440,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2440,External Fraud,Theft and Fraud (External Fraud),2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2437,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2436,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2434,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2433,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2432,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2431,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2430,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2429,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2426,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2425,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2424,Execution Delivery and Process Management,Monitoring and Reporting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2422,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2419,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2418,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2417,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2416,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2415,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2412,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2411,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2410,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2409,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2408,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2408,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2405,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2403,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-2402,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2398,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2397,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2397,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2397,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2396,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-2395,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2394,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2391,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2389,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2388,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2387,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2383,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2382,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2381,Execution Delivery and Process Management,Suppliers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-2381,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2380,Business Disruption and System Failures,Systems Failure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-2380,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2378,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2377,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2376,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2374,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2373,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2373,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2372,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2372,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2371,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2371,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2370,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2368,Clients Products and Business Practices,Improper Business or Market Practices,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2368,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2367,Clients Products and Business Practices,Advisory Activity,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2367,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2366,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2364,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2363,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2362,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2361,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2359,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2356,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2355,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2353,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2349,Execution Delivery and Process Management,Monitoring and Reporting,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2349,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2348,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2347,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-2345,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2345,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2345,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2342,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2342,External Fraud,Theft and Fraud (External Fraud),2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2342,Internal Fraud,Systems Security (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-2341,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2341,Internal Fraud,Theft and Fraud (Internal Fraud),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-2339,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2335,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2334,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2332,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2331,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2328,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2327,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2326,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2325,Clients Products and Business Practices,Improper Business or Market Practices,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2325,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2321,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2319,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2313,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2311,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2310,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2310,External Fraud,Theft and Fraud (External Fraud),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-2305,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2304,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
